product_name,image_name,status,copied_file
Daily Delight Steamed Banana 454g,daily-delight-steamed-banana-454g-1695004876,Success,Daily Delight Steamed Banana 454g.jpg
Daily Delight Tapioca 908g,karachi-delight-parantha-20pcs-1666345714,Success,Daily Delight Tapioca 908g.jpg
Daily Delight Tapioco Sliced 908 G,austrlian-chips-750-g,Success,Daily Delight Tapioco Sliced 908 G.jpg
Dairy Farmers Full Cream 3l,dairy-farmers-full-cream-milk-1l-1707959662,Success,Dairy Farmers Full Cream 3l.jpg
Dairy Farmers Full Cream Milk 2ltr,full-cream-milk-2l,Success,Dairy Farmers Full Cream Milk 2ltr.jpg
Dairy Farmers Thickened Cream 300ml,ice_cream-dips-20_thumb,Failed - No matching file found,None
DAIRY MILK 50G,tcc-coconut-milk-165ml-1687333655,Success,DAIRY MILK 50G.png
Deep Amla 340g,patanjali-amla-juice-1000ml-1659008863_thumb,Failed - No matching file found,None
Deep Arvi 340g,DEEP_ARVI_340G,Success,Deep Arvi 340g.jpeg
Deep Baby Okra 340g,vadilal-red-baby-onions-312gm-1660371315_thumb,Failed - No matching file found,None
Deep Bhindi Cut 340g,deep-bhindi-cut-340gm,Success,Deep Bhindi Cut 340g.png
Deep Cocktail Potato Samosa 425g,deep-hot-lime-pickle,Success,Deep Cocktail Potato Samosa 425g.jpg
Deep Drumsticks 340g,deep-plain-bhakri-200gm-1666533922,Success,Deep Drumsticks 340g.jpg
Deep Fafda 350g,deep-fafda-350-gm-1687229701,Success,Deep Fafda 350g.jpg
Deep Fansi 340g,deep-plain-bhakri-200gm-1666533922,Success,Deep Fansi 340g.jpg
Deep Green Chilli (Hot) 340g,green-chillies-hot-340gm-deep,Success,Deep Green Chilli (Hot) 340g.png
Deep Green Mango Dice 340g,latas-kitchen-aam-papad-green-150g-1695277785,Success,Deep Green Mango Dice 340g.jpg
Deep Guvar 340g,DEEP_GUVAR_340G,Success,Deep Guvar 340g.jpg
Deep Jamun 340g,united-gulab-jamun-1697769790_thumb,Failed - No matching file found,None
Deep Jeera Khakhra 200g,KARACHI_OATS_amp_RAISINS_COOKIES_200G,Success,Deep Jeera Khakhra 200g.jpg
Deep Karela 340g,deep-karela-340gm,Success,Deep Karela 340g.png
Deep Methi 340g,saurbhi-khakhara-methi-200gm-1666006971,Success,Deep Methi 340g.jpg
Deep Palak 340g,mothers-palak-paneer-440g-1666093622_thumb,Failed - No matching file found,None
Deep Papadi 350g,deep-papadi-350-gm-1687229666_thumb,Failed - No matching file found,None
Deep Plain (Original) Khakhra 200g,deep-hot-lime-pickle,Success,Deep Plain (Original) Khakhra 200g.jpg
Deep Punjabi Tinda 340g,DEEP_PUNJABI_TINDA_340G,Success,Deep Punjabi Tinda 340g.jpeg
Deep Shredded Coconut 340gm,deep-shredded-coconut-340gm,Success,Deep Shredded Coconut 340gm.png
Deep Singoda 340g,deep-plain-bhakri-200gm-1666533922,Success,Deep Singoda 340g.jpg
Deep Suran 340g,deep-plain-bhakri-200gm-1666533922,Success,Deep Suran 340g.jpg
Deep Tindora 340g,tindora,Success,Deep Tindora 340g.png
Delhi 6 Anardana Goli 400g,kozhi-kodens-andhra-mixture-400g-1704343143_thumb,Failed - No matching file found,None
Delhi 6 Imli Ladoo 400g,delhi-6-imli-ladoo-400g-1693374118,Success,Delhi 6 Imli Ladoo 400g.jpg
Delhi 6 Peanut Gachak 400 g,delhi-6-peanut-gachak-400gm-1666268147_thumb,Failed - No matching file found,None
Dermi Cool Soothing Lavender Powder,BR_TURMERIC_POWDER_250G,Success,Dermi Cool Soothing Lavender Powder.jpg
Desi Almond Kulfi 60ml,DABUR_VATIKA_ALMOND_HAIR_OIL_200ML,Success,Desi Almond Kulfi 60ml.jpg
Desi Choclate Kulfi 1pc,saurbhi-chickpea-desi-2kg-1666329337,Success,Desi Choclate Kulfi 1pc.jpg
Desi Lychee Kulfi 1pc,saurbhi-chickpea-desi-2kg-1666329337,Success,Desi Lychee Kulfi 1pc.jpg
Desi Mango Kulfi 60ml,maa-mango-1000ml-1639467647_thumb,Failed - No matching file found,None
Desi Mawa Kulfi 60ml,saurbhi-chickpea-desi-2kg-1666329337,Success,Desi Mawa Kulfi 60ml.jpg
Desi Pistachio Kulfi 60ml,premium-soan-papdi-desi-ghee-250-gm-1659075028,Success,Desi Pistachio Kulfi 60ml.png
Dettol Original Soap 125g,dettol-original-soap-125g-1707175610,Success,Dettol Original Soap 125g.jpg
Dettol Soap Cool Blue 125 Gm,poppin-popcorn-tripple-butter-flavor-100-gm-1687227809_thumb,Failed - No matching file found,None
DEV D ASHTGANDHA KESAR CHANDAN 50 gm,poppin-popcorn-tripple-butter-flavor-100-gm-1687227809_thumb,Failed - No matching file found,None
DEV D GULGUL 50 gms,mata-shringar-box-dev-drishti-1666244412,Success,DEV D GULGUL 50 gms.jpg
DEV D JANEU 4pcs,mata-shringar-box-dev-drishti-1666244412,Success,DEV D JANEU 4pcs.jpg
DEV D KALA TIL 50GM,mata-shringar-box-dev-drishti-1666244412,Success,DEV D KALA TIL 50GM.jpg
DEV D KAMAL GATTA 50 gm,mata-shringar-box-dev-drishti-1666244412,Success,DEV D KAMAL GATTA 50 gm.jpg
DEV D LOBAN 50 gms,mata-shringar-box-dev-drishti-1666244412,Success,DEV D LOBAN 50 gms.jpg
DEV D MAULI KALAWA,mata-shringar-box-dev-drishti-1666244412,Success,DEV D MAULI KALAWA.jpg
DEV D ORANGE CHANDAN TIKKA 50 gm,elephant-house-orange-barley400ml-1717748786_thumb,Failed - No matching file found,None
DEV D POOJA SUPARI,mata-shringar-box-dev-drishti-1666244412,Success,DEV D POOJA SUPARI.jpg
DEV D ROLI 50 gm,mata-shringar-box-dev-drishti-1666244412,Success,DEV D ROLI 50 gm.jpg
DEV D WHITE CHANDAN 50 gm,mata-shringar-box-dev-drishti-1666244412,Success,DEV D WHITE CHANDAN 50 gm.jpg
DEV D YELLOW CHANDAN 50gm,mata-shringar-box-dev-drishti-1666244412,Success,DEV D YELLOW CHANDAN 50gm.jpg
DEV DRISHTI VIBHUTI,mata-shringar-box-dev-drishti-1666244412,Success,DEV DRISHTI VIBHUTI.jpg
DH Easy Palappam 1 kg,gift-pack-sangam-14-kg-1666250125_thumb,Failed - No matching file found,None
Disposable Party Cup American Red 10pk,close-up-red-toothpaste,Success,Disposable Party Cup American Red 10pk.png
Disposal 5 comp Plate 25 plates,taj-everyday-basmati-rice-5-kg-1666070700_thumb,Failed - No matching file found,None
Divisa Pet Safa 120g,ghee-pet-jar-ghee-grb-500ml-1665996843,Success,Divisa Pet Safa 120g.jpg
Double Hoarse Meat Masala 140 gm,masala-gur-jar_thumb,Failed - No matching file found,None
Double Horse Chemba Puttu podi 1kg,DH_CHEMBA_PUTTU_PODI_1KG,Success,Double Horse Chemba Puttu podi 1kg.jpg
Double Horse Dosa Idli Mix 1kg,udaya-kus-c-seeraga-samba-rice-1kg-1674832490,Success,Double Horse Dosa Idli Mix 1kg.png
DOUBLE HORSE EASY PATHIRI POWDER 1KG,amma-hand-pounded-parboiled-rice-mottai-karuppan-1kg-1703739547_thumb,Failed - No matching file found,None
Double Horse Instant Ginger Coffee 150 g,ashoka-shahi-rajma-280-g,Success,Double Horse Instant Ginger Coffee 150 g.png
DOUBLE HORSE MATTA RICE 5KG,udaya-kus-c-seeraga-samba-rice-1kg-1674832490,Success,DOUBLE HORSE MATTA RICE 5KG.png
Double Horse Matta Rice Long Grain 10kg,amma-hand-pounded-parboiled-rice-mottai-karuppan-1kg-1703739547_thumb,Failed - No matching file found,None
Double Horse Palada Payasam Mix 300 gm,OASIS_KHAAS_MIX_227G_JAR,Success,Double Horse Palada Payasam Mix 300 gm.jpg
DOUBLE HORSE PAPAD 100G,latas-kitchen-aam-papad-green-150g-1695277785,Success,DOUBLE HORSE PAPAD 100G.jpg
Double Horse Rice Ada Plain 200 gm,amma-hand-pounded-parboiled-rice-mottai-karuppan-1kg-1703739547_thumb,Failed - No matching file found,None
Double Horse Roasted Vermicelli 500,BAMBINO_VERMICELLI_875G,Success,Double Horse Roasted Vermicelli 500.jpg
Double Horse Unroasted White Rice Powder,amma-hand-pounded-parboiled-rice-mottai-karuppan-1kg-1703739547_thumb,Failed - No matching file found,None
Double Horse White Puttu Podi 1kg,d-horse-white-puttu-podi-1kg,Success,Double Horse White Puttu Podi 1kg.jpeg
Double Horse White Rice Flour Roasted1kg,amma-hand-pounded-parboiled-rice-mottai-karuppan-1kg-1703739547_thumb,Failed - No matching file found,None
Double Sided Tape 12 mm × 2m,haldiram-bulk-home-style-prantha-12-kg-1659091807,Success,Double Sided Tape 12 mm × 2m.png
Dr Ortho Oil 120ml,fogg-deo-marco-black-120ml-1666088348,Success,Dr Ortho Oil 120ml.jpg
Dustpan & Brush set,playing-cards-and-dice-set-1685183410,Success,Dustpan & Brush set.jpg
Easatren Tamarind 500g,EASTERN_TAMARIND_500G,Success,Easatren Tamarind 500g.jpg
Eastern Achar Gosht 50 gm,eastern-chicken-biryani-100g-1676961047,Success,Eastern Achar Gosht 50 gm.png
Eastern Beef Ularthu Masala 100 gm,EASTERN_BEEF_ULARTHU_MASALA_100G,Success,Eastern Beef Ularthu Masala 100 gm.jpg
Eastern Bombay Biryani Masala 60 gm,masala-gur-jar_thumb,Failed - No matching file found,None
Eastern Chaat Masala 100g,EASTERN_CHAT_MASALA_100G,Success,Eastern Chaat Masala 100g.jpeg
Eastern Chicken Masala 160g,EASTERN_CHICKEN_MASALA_160G,Success,Eastern Chicken Masala 160g.jpg
eastern chilli powder,eastern-chilli-powder-250g-1676961283,Success,eastern chilli powder.png
Eastern Coconut Chutney Powder 200g,EASTERN_COCONUT_CHUTNEY_200G,Success,Eastern Coconut Chutney Powder 200g.jpg
Eastern Fish Masala 100gm,EASTERN_FISH_MASALA_100G,Success,Eastern Fish Masala 100gm.jpg
Eastern Hyderabadi Biryani Mix 60 gm,EASTERN_HYDERABADI_BIRYANI_MIX_60G,Success,Eastern Hyderabadi Biryani Mix 60 gm.png
eastern kashmiri chilli 400gms,mothers-green-chilli-pickle-500gm-1659333876_thumb,Failed - No matching file found,None
Eastern Kasuri Methi 100 Gm,poppin-popcorn-tripple-butter-flavor-100-gm-1687227809_thumb,Failed - No matching file found,None
Eastern Papad 200gm,eastern-papad-200g-1675404885,Success,Eastern Papad 200gm.png
Eastern Tamarind 200g,eastern-tamarind-200,Success,Eastern Tamarind 200g.png
Eastern Turmeric Powder 500 gm,EASTERN_TURMERIC_POWDER_250G,Success,Eastern Turmeric Powder 500 gm.jpeg
Eno Lemon 100g,eno-lemon-100gm-1666007094,Success,Eno Lemon 100g.jpg
Eno Orange 100g,saras-garam-masala-100g-1677652803,Success,Eno Orange 100g.png
ENO regular 100g,ENO_SALT_REGULAR_100G,Success,ENO regular 100g.jpg
Everest chicken 65 Masala 50g,EVEREST_CHICKEN_MASALA_100G,Success,Everest chicken 65 Masala 50g.jpg
Everest Chicken Masala 100g,EVEREST_CHICKEN_MASALA_100G,Success,Everest Chicken Masala 100g.jpg
Everest Chole Masala 100g,EVEREST_CHHOLE_MASALA_100g,Success,Everest Chole Masala 100g.jpg
Everest Curry Powder 100g,EVEREST_CURRY_POWDER_100G,Success,Everest Curry Powder 100g.jpg
Everest Dry Ginger Powder 100g,EVEREST_DRY_GINGER_POWDER_100G,Success,Everest Dry Ginger Powder 100g.jpg
Everest Egg Curry Masala 50g,EVEREST_EGG_CURRY_MASALA_50G,Success,Everest Egg Curry Masala 50g.jpg
Everest Fish Curry Masala 50g,EVEREST_FISH_MASALA_50G,Success,Everest Fish Curry Masala 50g.jpg
Everest Garam Masala 100g,EVEREST_GARAM_MASALA_100G,Success,Everest Garam Masala 100g.jpg
Everest Hing Yellow Powder 50g,EVEREST_HING_YELLOW_50G,Success,Everest Hing Yellow Powder 50g.jpg
Everest Jaljira Masala 100g,EVEREST_JALJIRA_100G,Success,Everest Jaljira Masala 100g.jpg
Everest Kashmirilal Chilli Powder 100g,MS_SAMBAR_MASALA_100G,Success,Everest Kashmirilal Chilli Powder 100g.jpg
Everest Meat Masala 100g,EVEREST_MEAT_MASALA_100G,Success,Everest Meat Masala 100g.jpeg
Everest Momo Masala 100g,EVEREST_MOMO_MASALA_100G,Success,Everest Momo Masala 100g.png
Everest Pani Puri Masala 100g,EVEREST_PANI_PURI_MASALA_50G,Success,Everest Pani Puri Masala 100g.jpg
Everest Rajma Masala 100 g,EVEREST_RAJMA_MASALA_100G,Success,Everest Rajma Masala 100 g.jpg
Everest Royal Garam Masala 100g,EVEREST_ROYAL_GARAM_MASALA_100G,Success,Everest Royal Garam Masala 100g.jpg
Everest Sabji Masala 100g,EVEREST_SABJI_MASALA_100G,Success,Everest Sabji Masala 100g.jpg
Everest Sambhar Masala 100g,EVEREST_SAMBHAR_MASALA_100G,Success,Everest Sambhar Masala 100g.jpeg
Everest Shahi Biryani 50g,EVEREST_SHAHI_BIRYANI_50G,Success,Everest Shahi Biryani 50g.jpeg
Everest Shahi Paneer Masala 100g,EVEREST_SHAHI_PANEER_MASALA_100G,Success,Everest Shahi Paneer Masala 100g.jpg
Everest Tandoori Chicken Masala 100g,EVEREST_CHICKEN_MASALA_100G,Success,Everest Tandoori Chicken Masala 100g.jpg
Everest Tasteeto Oregano,everest-sambar-masala-1666326425_thumb,Failed - No matching file found,None
Everest Tea Masala 100g,EVEREST_TEA_MASALA_100G,Success,Everest Tea Masala 100g.jpg
Everest Tea Masala 50g,EVEREST_TEA_MASALA_50G,Success,Everest Tea Masala 50g.jpg
Everest Tikhalal Chilli 200g,TIKHALAL_CHILLI_POWDER_200GM_EVEREST,Success,Everest Tikhalal Chilli 200g.png
Everest Turmeric Powder 200g,EVEREST_TURMERIC_200G,Success,Everest Turmeric Powder 200g.jpg
Facial Tissue Box,mata-shringar-box-dev-drishti-1666244412,Success,Facial Tissue Box.jpg
Fair amp Lovely Multi Vitamin 80 g,shan-r-amp-s-mix-bombay-biryani-60g-1659335785_thumb,Failed - No matching file found,None
Fair & Lovely 80 gm,fair-lovely-80gm,Success,Fair & Lovely 80 gm.jpg
Fair and Handsome Face Wash 100g,fair-and-handsome-face-wash-100g,Success,Fair and Handsome Face Wash 100g.jpg
Fairever Saffron & Milk Face Scrub,ayers-instant-coconut-milk-powder-300-gm-1686639396,Success,Fairever Saffron & Milk Face Scrub.PNG
Fanta 300ml,bajaj-almond-300ml-1628764743_thumb,Failed - No matching file found,None
Farmdale Sweetened Condensed Milk 397 G,britannia-milk-bikis-cream,Success,Farmdale Sweetened Condensed Milk 397 G.jpg
Fem Cream Gold Bleach 40g,FEM_GOLD_CREME_BLEACH_64G,Success,Fem Cream Gold Bleach 40g.jpg
Fem Saffron amp Milk Bleach 40 g,FEM_BLEACH_SAFFRON_amp_MILK_64G,Success,Fem Saffron amp Milk Bleach 40 g.jpg
Fem Saffron Bleach 40 g,fem-saffron-bleach-40-g-1693379978,Success,Fem Saffron Bleach 40 g.jpg
Feviquick 5gm 1pc,lijjat-udad-papad-1pc-1695021286,Success,Feviquick 5gm 1pc.jpg
Floor Wiper Blue 117cm 1pc,magsafe-case-for-iphone-15-plus-far-peak-blue-colour,Success,Floor Wiper Blue 117cm 1pc.jpg
Flute Buddha incense sticks 20 pc,party-ji-round-20-containers-with-lids-250ml_thumb,Failed - No matching file found,None
Flute Chamomle incense sticks 20 pc,toffee-20-1705878279,Success,Flute Chamomle incense sticks 20 pc.jpg
Flute Gardenia incense sticks 20 pc,toffee-20-1705878279,Success,Flute Gardenia incense sticks 20 pc.jpg
Flute Loto incense sticks 20 pc,party-ji-round-20-containers-with-lids-250ml_thumb,Failed - No matching file found,None
Flute s incense sticks 20 pc,party-ji-round-20-containers-with-lids-250ml_thumb,Failed - No matching file found,None
Flute W Musk incense sticks 20 pc,party-ji-round-20-containers-with-lids-250ml_thumb,Failed - No matching file found,None
Flute yoga incense sticks 20 pc,party-ji-round-20-containers-with-lids-250ml_thumb,Failed - No matching file found,None
Foco Coconut Juice 350ml,foco-coconut-juice-350ml-1694662800,Success,Foco Coconut Juice 350ml.jpg
Fortune Everyday Rice 5 Kg,fortune-everyday-5kg,Success,Fortune Everyday Rice 5 Kg.jpg
Fortune Sunflower Oil 2 kg,gift-pack-sangam-14-kg-1666250125_thumb,Failed - No matching file found,None
Fresh Coconut 1pc,fresh-fiji-wild-chilli-1694238703,Success,Fresh Coconut 1pc.jpg
Fresh Coriander 1bunch,coriander,Success,Fresh Coriander 1bunch.jpg
Fresh Curry Leaves Bunch,curry-leaves,Success,Fresh Curry Leaves Bunch.png
Fresh Garlic Dry 500g,garlic,Success,Fresh Garlic Dry 500g.png
Fresh Ginger per kg,fresh-fiji-wild-chilli-1694238703,Success,Fresh Ginger per kg.jpg
Fresh Green Chilli thai Hot Small per kg,mango-bar-green_thumb,Failed - No matching file found,None
Fresh Jasmin Betel Leaves 1pack,fresh-jasmines-fresh-betel-leaves-10pcs,Success,Fresh Jasmin Betel Leaves 1pack.jpg
Fresh Jasmine Lotus Flower 1pc,lotus-diamond-facial-kit-50gms-1666088743_thumb,Failed - No matching file found,None
Fresh Jasmine Mango Leaves 1Pk,priya-hot-mango-pickle-wg-300gm-1697002094_thumb,Failed - No matching file found,None
Fresh Long Melon per Kg,long-melon,Success,Fresh Long Melon per Kg.jpg
Fresh Mint,sensodyne-fresh-mint-150g-1693377619_thumb,Failed - No matching file found,None
Fresh Mint bunch/ea,mint-bunch,Failed - Error: [Errno 2] No such file or directory: 'final_images/Fresh Mint bunch/ea.png',None
Fresh Onion Red per kg,onion-red,Success,Fresh Onion Red per kg.png
Fresh Potatoes Washed per kg,haldiram-blk-jumbo-punjabi-samosa-14-kg-1661226083_thumb,Failed - No matching file found,None
Fresh Samosa 1pc,fresh-samosa-1pc-1708656933_thumb,Failed - No matching file found,None
Fresh Tomatoes Per Kg,tomatoes,Success,Fresh Tomatoes Per Kg.jpg
Fresh Vada Pau 1pc,fresh-fiji-wild-chilli-1694238703,Success,Fresh Vada Pau 1pc.jpg
Frontier Atta Cookies with Jaggery 800 g,MAGGI_VEG_ATTA_NOODLE_290G,Success,Frontier Atta Cookies with Jaggery 800 g.jpg
Frontier Cake Rusk 400g,kozhi-kodens-andhra-mixture-400g-1704343143_thumb,Failed - No matching file found,None
Frontier Gluten Free Rusk 1kg,udaya-kus-c-seeraga-samba-rice-1kg-1674832490,Success,Frontier Gluten Free Rusk 1kg.png
Frontier Kaju Pista Biscuit 400 gm,poppin-popcorn-tripple-butter-flavor-100-gm-1687227809_thumb,Failed - No matching file found,None
Frontier Milk Rusk 1kg,RUSK_FRONTIER_1KG,Success,Frontier Milk Rusk 1kg.jpg
Frontier Rusk Original 1kg,frontier-original-rusk-1-kg-1686017802,Success,Frontier Rusk Original 1kg.png
Frontier Saunf Rusk 1kg,frontier-saunf-rusk-1kg-1658998069,Success,Frontier Saunf Rusk 1kg.jpg
Frooti Mango 2l,frooti-mango-200ml-1641452054,Success,Frooti Mango 2l.jpeg
Frooti Mango 1ltr,FROOTI_MANGO_DRINK_1LTR,Success,Frooti Mango 1ltr.jpg
Frooti Mango 200ml,frooti-mango-200ml-1641452054,Success,Frooti Mango 200ml.jpeg
Frooti Plastic Bottle 600ml,powerade-assorted-flavour-1on4-electrolytes-600ml-1694662641_thumb,Failed - No matching file found,None
G W Bio Degrdable 8Compartment,smiths-org-27-g,Success,G W Bio Degrdable 8Compartment.png
Ganesh Chaat Papdi,LATA_KITCHEN_PAPDI_CHAT_300G,Success,Ganesh Chaat Papdi.png
ganesh ji idol 8inch,party-ji-round-20-containers-with-lids-250ml_thumb,Failed - No matching file found,None
Ganesha 12 inch,shree-ganesha-foods-yoghurt-1kg-1640954908,Success,Ganesha 12 inch.jpg
Ganesha idol 6 inch,hem-mogra-6-pack-1697865249_thumb,Failed - No matching file found,None
Ganesha Bhel Nylon Sev 200 gm,poppin-popcorn-tripple-butter-flavor-100-gm-1687227809_thumb,Failed - No matching file found,None
Gangotri Gangajal 100ml,himalaya-neem-face-wash-100ml-1666089990,Success,Gangotri Gangajal 100ml.jpg
Garden & Cleanup Bags XL,home-master-sandwhich-bags-60bags-1693372760,Success,Garden & Cleanup Bags XL.jpg
Garland Gl-102,futura-deep-fry-pan-20-ltr-gl-1684918361_thumb,Failed - No matching file found,None
Garnier Men Facewash 100 ml,patanjali-aloe-vera-gel-150-ml-1687408232_thumb,Failed - No matching file found,None
Gas Lighter Flexible,gasmate-butane-gas-cartridge-220g-4pcs,Success,Gas Lighter Flexible.jpg
Gatorade Blue Bolt,magsafe-case-for-iphone-15-plus-far-peak-blue-colour,Success,Gatorade Blue Bolt.jpg
Gatorade Orange Ice,elephant-house-orange-barley400ml-1717748786_thumb,Failed - No matching file found,None
Gatorade Tropical,bundaberg-tropical-mango-375ml-1702953043,Success,Gatorade Tropical.png
GD Besan per kg,gift-pack-sangam-14-kg-1666250125_thumb,Failed - No matching file found,None
GD Bikaneri Burfi per kg,gd-bikaneri-burfi-per-kg-1708652765,Success,GD Bikaneri Burfi per kg.jpg
GD Chum Chum per kg,gift-pack-sangam-14-kg-1666250125_thumb,Failed - No matching file found,None
GD Gulab Jamun Large per kg,haldiram-blk-jumbo-punjabi-samosa-14-kg-1661226083_thumb,Failed - No matching file found,None
GD Gulab Jamun Small per kg,cycle-3-in-one-small-agarbati-1666538414_thumb,Failed - No matching file found,None
GD Kaju Katli per kg,kaju-mix-gift-pack-400gm_thumb,Failed - No matching file found,None
GD Kala Jamun with coconut per kg,party-ji-round-20-containers-with-lids-250ml_thumb,Failed - No matching file found,None
GD Milk Cake per kg,gift-pack-sangam-14-kg-1666250125_thumb,Failed - No matching file found,None
GD Mixed Sweets per kg,mixed-sweets,Success,GD Mixed Sweets per kg.jpg
GD Motichoor Ladoo per kg,gift-pack-sangam-14-kg-1666250125_thumb,Failed - No matching file found,None
GD Paneer Puff,gd-paneer-puff,Success,GD Paneer Puff.jpg
GD Rasgulla with Coconut per kg,rasgulla,Success,GD Rasgulla with Coconut per kg.jpg
Gd Veg Puff,gd-veg-puff-1708656008_thumb,Failed - No matching file found,None
Girnar Card. Flavour. Black 100 Tea bags,saurbhi-black-pepper-100gm,Success,Girnar Card. Flavour. Black 100 Tea bags.jpg
GITS Dahi Vadai Mix 500g,GITS_DAHI_VADA_MIX_500GM,Success,GITS Dahi Vadai Mix 500g.jpeg
Gits Dosai Mix 1kg,DOSAI_MIX_1KG_GITS,Success,Gits Dosai Mix 1kg.jpg
GITS Dosai Mix 500g,GITS_DOSAI_MIX_500GM,Success,GITS Dosai Mix 500g.jpg
GITS Handvo Mix 500g,GITS_HANDVO_MIX_500GMS,Success,GITS Handvo Mix 500g.jpg
GITS Idli Mix 1kg,gits-idli-mix-1kg-1695020975,Success,GITS Idli Mix 1kg.jpg
GITS Khaman Dhokla Mix 500g,GITS_KHAMAN_DHOKLA_MIX_500GM,Success,GITS Khaman Dhokla Mix 500g.jpg
GITS Khatta Dhokla Mix 500g,GITS_KHATTA_DHOKLA_500G,Success,GITS Khatta Dhokla Mix 500g.jpg
GITS Moong Dal Vadai Mix 500g,GITS_MOONG_DAL_VADA_MIX500G,Success,GITS Moong Dal Vadai Mix 500g.jpg
GITS Upma Mix 500g,GITS_UPMA_MIX_500G,Success,GITS Upma Mix 500g.jpg
GITS Uttappam Mix 500g,m-m,Success,GITS Uttappam Mix 500g.jpg
Glow amp Handsome Mens Ins BN Cream 50,PATTU_HOT_amp_SWEET_500G,Success,Glow amp Handsome Mens Ins BN Cream 50.png
Glow and Lovely Bright Glow Face wash 10,t2s-lite-156-sdm660-4gb-64gb-wifi-eth-10-rear-lcd-1693977813,Success,Glow and Lovely Bright Glow Face wash 10.jpg
Glue Stick 4pack,selco-cinemon-stick-100gm-1660393252_thumb,Failed - No matching file found,None
Glycerin 100ml,GLYCERIN_100G,Success,Glycerin 100ml.jpg
Godrej Cinthol Lime Soap 5pcs X 100gm,lime-1705541973_thumb,Failed - No matching file found,None
Godrej Cinthol Original Talcum Powder 30,GODREJ_CINTHOL_ORIGINAL_100G,Success,Godrej Cinthol Original Talcum Powder 30.jpg
Godrej Expert Colour Cream Black 20g,GODREJ_EXPERT_BLACK_COLOUR_20G,Success,Godrej Expert Colour Cream Black 20g.jpg
Godrej Expert Cream Dark Brown,godrej-expert-cream-dark-brown-1693376326,Success,Godrej Expert Cream Dark Brown.jpg
Godrej Expert Cream Brown 20g,godrej-expert-cream-dark-brown-1693376326,Success,Godrej Expert Cream Brown 20g.jpg
Godrej Expert Hair Dye 40ml,dabur-amla-hair-oil-200ml-1659005017_thumb,Failed - No matching file found,None
Godrej Ezee 1kg,tata-tea-premium-1kg-1704842274_thumb,Failed - No matching file found,None
Godrej Kali Mehendi 24 G,GODREJ_KALI_MEHENDI_24G,Success,Godrej Kali Mehendi 24 G.jpeg
Godrej Lime Talcum Powder 300gm,deep-hot-lime-pickle,Success,Godrej Lime Talcum Powder 300gm.jpg
Godrej Powder Hair Dye Black 3gm×11,magsafe-case-for-iphone-15-pro-max-black-colour_thumb,Failed - No matching file found,None
Godrej Shampoo Hair Colour Natural Black,GODREJ_HAIR_COLOUR_NATURAL_BLACK,Success,Godrej Shampoo Hair Colour Natural Black.jpg
Goli Soda Mojito 200ml,DABUR_VATIKA_ALMOND_HAIR_OIL_200ML,Success,Goli Soda Mojito 200ml.jpg
Britannia Good Day Butter Vp 8x81 G,poppin-popcorn-tripple-butter-flavor-100-gm-1687227809_thumb,Failed - No matching file found,None
Britannia Good Day Cashew Vp 8x81 G,austrlian-chips-750-g,Success,Britannia Good Day Cashew Vp 8x81 G.jpg
Britannia Good Day Pistachio Almond Vp 8x81 G,PISTACHIO_ALMOND_75GM_BRITANNIA,Success,Britannia Good Day Pistachio Almond Vp 8x81 G.jpg
Gopuram Acharya Sambarani,haldi-kumkum-on-green-leaf-gopuram-1659177296_thumb,Failed - No matching file found,None
gopuram kumkum,gopuram-kumkum-packet,Success,gopuram kumkum.png
Grandma JeeraKasala Rice 5 kg,grandmas-jeerakashala-rice-1kg,Success,Grandma JeeraKasala Rice 5 kg.jpg
Grandma Matta Broken Rice 1 kg,udaya-kus-c-seeraga-samba-rice-1kg-1674832490,Success,Grandma Matta Broken Rice 1 kg.png
Grandma’s Asafoetda Cake 100g,GRANDMA_ASAFOETIDA_CAKE_100GM,Success,Grandma’s Asafoetda Cake 100g.png
Grandmas Matta Rice 5kg,grandma-matta-rice-5kg-1691818149_thumb,Failed - No matching file found,None
GRB CHAM CHAM 1KG,tata-tea-premium-1kg-1704842274_thumb,Failed - No matching file found,None
GRB Ghee 1.66ltr,grb-ghee-166ltr-1697001493,Success,GRB Ghee 1.66ltr.jpg
GRB Ghee Pet Jar 830ml,almond-ghee-mysore-pak-1666182058,Success,GRB Ghee Pet Jar 830ml.jpg
GRB Ghee Pure Pet Jar 500ml,springin-aloe-vera-drink-500ml-1706495997,Success,GRB Ghee Pure Pet Jar 500ml.jpg
GRB RAJ BHOG 1KG,tata-tea-premium-1kg-1704842274_thumb,Failed - No matching file found,None
Grb Rasmalai 1kg,rasmalai-grb-1kg_thumb,Failed - No matching file found,None
GRB Rasogolla 1kg,GRB_RASOGOLLA_1KG,Success,GRB Rasogolla 1kg.jpg
GRB Town Bus Butter Murukku 170 g,poppin-popcorn-tripple-butter-flavor-100-gm-1687227809_thumb,Failed - No matching file found,None
GRB Town Bus Masala Peanuts 170g,masala-peanut,Success,GRB Town Bus Masala Peanuts 170g.jpg
Greenway 80z Bowl,s-steel-bowl-6-quot-1658991070_thumb,Failed - No matching file found,None
Large Oval Plates 20 pc,party-ji-round-20-containers-with-lids-250ml_thumb,Failed - No matching file found,None
Grewal Almonds 1 kg,grewal-almonds-1-kg-1694765901_thumb,Failed - No matching file found,None
